Year,Month,Region,Model,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Estimated_Deliveries
2021,5,Europe,Model 3,7473,46277.5,70.1,458.0,623.83,7378
2021,5,Europe,Model S,1023,94511.33,94.7,548.6,98.2,1020
2021,5,Europe,Model X,972,111224.63,99.1,478.7,87.79,1012
2021,5,Europe,Model Y,12473,57606.03,78.0,423.6,1006.4,12921
2021,5,North America,Model 3,10739,46277.5,70.1,458.0,928.05,10862
2021,5,North America,Model S,1600,94511.33,94.7,548.6,148.03,1443
2021,5,North America,Model X,1483,111224.63,99.1,478.7,124.4,1499
2021,5,North America,Model Y,15782,57606.03,78.0,423.6,1149.36,14362
2021,5,Rest of World,Model 3,1551,46277.5,70.1,458.0,134.02,1559
2021,5,Rest of World,Model S,211,94511.33,94.7,548.6,21.99,215
2021,5,Rest of World,Model X,216,111224.63,99.1,478.7,18.58,226
2021,5,Rest of World,Model Y,2464,57606.03,78.0,423.6,192.8,2561
2021,6,Asia-Pacific,Model 3,10196,46396.86,70.2,462.8,830.25,10423
2021,6,Asia-Pacific,Model S,1475,99775.95,95.0,537.7,155.0,1656
2021,6,Asia-Pacific,Model X,1448,109293.66,100.6,490.3,110.28,1311
2021,6,Asia-Pacific,Model Y,14878,57228.08,78.7,432.3,1065.76,13938
2021,6,Europe,Model 3,11626,46396.86,70.2,462.8,957.57,11056
2021,6,Europe,Model S,1572,99775.95,95.0,537.7,159.18,1699
2021,6,Europe,Model X,1556,109293.66,100.6,490.3,165.18,1796
2021,6,Europe,Model Y,16839,57228.08,78.7,432.3,1247.82,16702
2021,6,North America,Model 3,14673,46396.86,70.2,462.8,1300.71,15156
2021,6,North America,Model S,2265,99775.95,95.0,537.7,222.64,2382
2021,6,North America,Model X,2360,109293.66,100.6,490.3,192.46,2259
2021,6,North America,Model Y,22570,57228.08,78.7,432.3,1649.19,21783
2021,6,Rest of World,Model 3,2247,46396.86,70.2,462.8,199.13,2282
2021,6,Rest of World,Model S,304,99775.95,95.0,537.7,29.55,302
2021,6,Rest of World,Model X,326,109293.66,100.6,490.3,30.5,342
2021,6,Rest of World,Model Y,3510,57228.08,78.7,432.3,256.73,3426
2021,7,Asia-Pacific,Model 3,4950,46285.64,70.5,464.7,434.97,5273
2021,7,Asia-Pacific,Model S,678,98214.73,94.4,535.5,63.16,636
2021,7,Asia-Pacific,Model X,679,108803.51,100.0,479.4,51.5,587
2021,7,Asia-Pacific,Model Y,7061,57044.34,77.5,419.9,597.84,7868
2021,7,Europe,Model 3,5049,46285.64,70.5,464.7,412.12,4935
2021,7,Europe,Model S,704,98214.73,94.4,535.5,65.1,689
2021,7,Europe,Model X,700,108803.51,100.0,479.4,56.82,644
2021,7,Europe,Model Y,8034,57044.34,77.5,419.9,592.89,7732
2021,7,North America,Model 3,7076,46285.64,70.5,464.7,585.54,7220
2021,7,North America,Model S,1083,98214.73,94.4,535.5,92.14,991
2021,7,North America,Model X,963,108803.51,100.0,479.4,92.21,1073
2021,7,North America,Model Y,12174,57044.34,77.5,419.9,831.38,11368
2021,7,Rest of World,Model 3,1146,46285.64,70.5,464.7,85.35,1025
2021,7,Rest of World,Model S,146,98214.73,94.4,535.5,13.39,144
2021,7,Rest of World,Model X,162,108803.51,100.0,479.4,13.43,155
2021,7,Rest of World,Model Y,1668,57044.34,77.5,419.9,118.75,1560
2021,8,Asia-Pacific,Model 3,6822,45246.57,69.4,453.1,527.73,6479
2021,8,Asia-Pacific,Model S,924,95364.5,94.5,540.2,92.3,962
2021,8,Asia-Pacific,Model X,902,110236.38,99.4,489.5,80.04,897
2021,8,Asia-Pacific,Model Y,10795,57843.31,77.8,430.9,756.4,10228
2021,8,Europe,Model 3,7869,45246.57,69.4,453.1,605.57,7449
2021,8,Europe,Model S,1134,95364.5,94.5,540.2,113.49,1159
2021,8,Europe,Model X,1013,110236.38,99.4,489.5,82.41,958
2021,8,Europe,Model Y,11821,57843.31,77.8,430.9,882.47,10929
2021,8,North America,Model 3,10528,45246.57,69.4,453.1,780.22,9824
2021,8,North America,Model S,1431,95364.5,94.5,540.2,138.19,1363
2021,8,North America,Model X,1549,110236.38,99.4,489.5,133.9,1465
2021,8,North America,Model Y,17450,57843.31,77.8,430.9,1287.17,16578
2021,8,Rest of World,Model 3,1565,45246.57,69.4,453.1,129.28,1570
2021,8,Rest of World,Model S,211,95364.5,94.5,540.2,19.65,201
2021,8,Rest of World,Model X,235,110236.38,99.4,489.5,19.98,235
2021,8,Rest of World,Model Y,2508,57843.31,77.8,430.9,189.47,2458
2021,9,Asia-Pacific,Model 3,9120,46010.64,69.7,451.7,720.26,8571
2021,9,Asia-Pacific,Model S,1331,94429.63,94.5,543.9,124.48,1321
2021,9,Asia-Pacific,Model X,1448,107269.85,99.0,475.4,124.93,1444
2021,9,Asia-Pacific,Model Y,15506,54786.42,78.1,420.5,1137.69,14445
2021,9,Europe,Model 3,10548,46010.64,69.7,451.7,800.56,9902
2021,9,Europe,Model S,1484,94429.63,94.5,543.9,144.32,1431
2021,9,Europe,Model X,1397,107269.85,99.0,475.4,123.8,1423
2021,9,Europe,Model Y,16050,54786.42,78.1,420.5,1254.33,16164
2021,9,North America,Model 3,15669,46010.64,69.7,451.7,1259.51,15162
2021,9,North America,Model S,1934,94429.63,94.5,543.9,188.01,1998
2021,9,North America,Model X,2193,107269.85,99.0,475.4,184.1,2094
2021,9,North America,Model Y,21642,54786.42,78.1,420.5,1582.26,21014
2021,9,Rest of World,Model 3,2341,46010.64,69.7,451.7,182.71,2350
2021,9,Rest of World,Model S,326,94429.63,94.5,543.9,34.92,342
2021,9,Rest of World,Model X,322,107269.85,99.0,475.4,30.66,345
2021,9,Rest of World,Model Y,3613,54786.42,78.1,420.5,272.31,3464
2021,10,Asia-Pacific,Model 3,5203,44028.62,70.4,461.8,435.21,5493
2021,10,Asia-Pacific,Model S,841,99506.92,94.6,553.9,83.92,839
2021,10,Asia-Pacific,Model X,819,106703.62,99.9,485.6,80.08,881
2021,10,Asia-Pacific,Model Y,9054,54823.16,78.1,420.7,626.91,8185
2021,10,Europe,Model 3,6483,44028.62,70.4,461.8,576.11,7135
2021,10,Europe,Model S,838,99506.92,94.6,553.9,78.81,796
2021,10,Europe,Model X,838,106703.62,99.9,485.6,69.68,779
2021,10,Europe,Model Y,8779,54823.16,78.1,420.7,636.68,8801
2021,10,North America,Model 3,8055,44028.62,70.4,461.8,594.72,7439
2021,10,North America,Model S,1266,99506.92,94.6,553.9,114.71,1188
2021,10,North America,Model X,1163,106703.62,99.9,485.6,104.29,1147
2021,10,North America,Model Y,13073,54823.16,78.1,420.7,952.16,12768
2021,10,Rest of World,Model 3,1323,44028.62,70.4,461.8,111.4,1336
2021,10,Rest of World,Model S,178,99506.92,94.6,553.9,16.84,169
2021,10,Rest of World,Model X,181,106703.62,99.9,485.6,15.89,185
2021,10,Rest of World,Model Y,1947,54823.16,78.1,420.7,143.86,1885
2021,11,Asia-Pacific,Model 3,7428,45135.92,70.2,448.8,543.13,6518
2021,11,Asia-Pacific,Model S,962,99070.3,94.7,544.5,78.15,807
2021,11,Asia-Pacific,Model X,953,106725.29,99.2,492.1,81.78,909
2021,11,Asia-Pacific,Model Y,10269,55671.06,78.3,424.8,749.7,9884
2021,11,Europe,Model 3,7080,45135.92,70.2,448.8,575.3,7191
2021,11,Europe,Model S,1055,99070.3,94.7,544.5,96.69,954
2021,11,Europe,Model X,1090,106725.29,99.2,492.1,93.64,1067
2021,11,Europe,Model Y,11734,55671.06,78.3,424.8,890.63,11278
2021,11,North America,Model 3,11610,45135.92,70.2,448.8,957.85,11668
2021,11,North America,Model S,1516,99070.3,94.7,544.5,146.46,1450
2021,11,North America,Model X,1657,106725.29,99.2,492.1,155.07,1719
2021,11,North America,Model Y,17480,55671.06,78.3,424.8,1208.21,16510
2021,11,Rest of World,Model 3,1656,45135.92,70.2,448.8,117.1,1509
2021,11,Rest of World,Model S,244,99070.3,94.7,544.5,22.84,234
2021,11,Rest of World,Model X,250,106725.29,99.2,492.1,22.63,267
2021,11,Rest of World,Model Y,2421,55671.06,78.3,424.8,177.92,2391
2021,12,Asia-Pacific,Model 3,9504,46131.02,70.7,451.5,768.03,9782
2021,12,Asia-Pacific,Model S,1405,97214.16,95.9,550.0,148.75,1454
2021,12,Asia-Pacific,Model X,1309,107216.18,99.5,491.8,127.22,1413
2021,12,Asia-Pacific,Model Y,14957,57500.98,77.8,419.2,1093.64,14387
2021,12,Europe,Model 3,11462,46131.02,70.7,451.5,990.9,12044
2021,12,Europe,Model S,1592,97214.16,95.9,550.0,167.77,1665
2021,12,Europe,Model X,1487,107216.18,99.5,491.8,110.38,1276
2021,12,Europe,Model Y,17733,57500.98,77.8,419.2,1348.86,18552
2021,12,North America,Model 3,14140,46131.02,70.7,451.5,1216.18,15554
2021,12,North America,Model S,2088,97214.16,95.9,550.0,210.12,2143
2021,12,North America,Model X,2306,107216.18,99.5,491.8,230.23,2582
2021,12,North America,Model Y,22506,57500.98,77.8,419.2,1524.73,21217
2021,12,Rest of World,Model 3,2174,46131.02,70.7,451.5,165.48,1985
2021,12,Rest of World,Model S,330,97214.16,95.9,550.0,34.12,347
2021,12,Rest of World,Model X,344,107216.18,99.5,491.8,29.97,342
2021,12,Rest of World,Model Y,3545,57500.98,77.8,419.2,265.92,3495
2022,1,Asia-Pacific,Model 3,6438,45555.94,70.4,467.9,461.34,5745
2022,1,Asia-Pacific,Model S,998,97715.27,95.9,550.2,91.28,965
2022,1,Asia-Pacific,Model X,989,106224.99,100.9,496.7,82.76,931
2022,1,Asia-Pacific,Model Y,11191,55350.72,78.6,439.3,842.97,10326
2022,1,Europe,Model 3,7186,45555.94,70.4,467.9,568.25,6628
2022,1,Europe,Model S,1102,97715.27,95.9,550.2,108.17,1106
2022,1,Europe,Model X,1038,106224.99,100.9,496.7,89.84,1052
2022,1,Europe,Model Y,11561,55350.72,78.6,439.3,961.01,11770
2022,1,North America,Model 3,10071,45555.94,70.4,467.9,705.08,8676
2022,1,North America,Model S,1534,97715.27,95.9,550.2,145.23,1500
2022,1,North America,Model X,1424,106224.99,100.9,496.7,127.13,1429
2022,1,North America,Model Y,16210,55350.72,78.6,439.3,1260.13,16379
2022,1,Rest of World,Model 3,1572,45555.94,70.4,467.9,125.22,1466
2022,1,Rest of World,Model S,226,97715.27,95.9,550.2,21.77,226
2022,1,Rest of World,Model X,222,106224.99,100.9,496.7,19.44,225
2022,1,Rest of World,Model Y,2472,55350.72,78.6,439.3,193.51,2482
2022,2,Asia-Pacific,Model 3,9299,44342.0,70.2,471.1,726.49,8343
2022,2,Asia-Pacific,Model S,1338,98198.85,94.2,547.4,117.11,1209
2022,2,Asia-Pacific,Model X,1394,106065.9,100.4,499.0,123.7,1412
2022,2,Asia-Pacific,Model Y,14388,55261.44,78.4,434.8,1087.92,13950
2022,2,Europe,Model 3,10058,44342.0,70.2,471.1,799.92,9264
2022,2,Europe,Model S,1366,98198.85,94.2,547.4,143.79,1464
2022,2,Europe,Model X,1486,106065.9,100.4,499.0,126.66,1478
2022,2,Europe,Model Y,16131,55261.44,78.4,434.8,1237.73,16071
2022,2,North America,Model 3,14920,44342.0,70.2,471.1,1327.13,15504
2022,2,North America,Model S,2178,98198.85,94.2,547.4,227.99,2232
2022,2,North America,Model X,2124,106065.9,100.4,499.0,191.3,2238
2022,2,North America,Model Y,21213,55261.44,78.4,434.8,1637.89,21927
2022,2,Rest of World,Model 3,2027,44342.0,70.2,471.1,167.07,1933
2022,2,Rest of World,Model S,306,98198.85,94.2,547.4,27.64,271
2022,2,Rest of World,Model X,321,106065.9,100.4,499.0,26.14,303
2022,2,Rest of World,Model Y,3073,55261.44,78.4,434.8,232.0,3094
2022,3,Asia-Pacific,Model 3,12621,44256.17,70.6,468.4,1026.42,12798
2022,3,Asia-Pacific,Model S,1724,97480.78,94.6,545.3,185.08,1916
2022,3,Asia-Pacific,Model X,1873,108165.05,100.8,494.4,162.84,1789
2022,3,Asia-Pacific,Model Y,20567,55755.58,77.8,434.5,1419.47,18471
2022,3,Europe,Model 3,14420,44256.17,70.6,468.4,1205.7,14004
2022,3,Europe,Model S,2111,97480.78,94.6,545.3,216.32,2303
2022,3,Europe,Model X,2129,108165.05,100.8,494.4,186.67,2070
2022,3,Europe,Model Y,20449,55755.58,77.8,434.5,1839.27,22409
2022,3,North America,Model 3,20349,44256.17,70.6,468.4,1853.73,22205
2022,3,North America,Model S,2913,97480.78,94.6,545.3,307.01,3275
2022,3,North America,Model X,2972,108165.05,100.8,494.4,270.04,2981
2022,3,North America,Model Y,29931,55755.58,77.8,434.5,2600.82,33885
2022,3,Rest of World,Model 3,3000,44256.17,70.6,468.4,260.18,3071
2022,3,Rest of World,Model S,454,97480.78,94.6,545.3,42.1,438
2022,3,Rest of World,Model X,414,108165.05,100.8,494.4,36.78,429
2022,3,Rest of World,Model Y,4539,55755.58,77.8,434.5,383.63,4998
2022,4,Asia-Pacific,Model 3,6743,44112.36,70.3,462.2,587.06,7080
2022,4,Asia-Pacific,Model S,963,95060.88,94.3,555.4,84.47,887
2022,4,Asia-Pacific,Model X,870,108758.85,99.4,497.4,78.78,904
2022,4,Asia-Pacific,Model Y,10507,56350.26,78.6,430.2,851.35,11046
2022,4,Europe,Model 3,7351,44112.36,70.3,462.2,556.7,6636
2022,4,Europe,Model S,1060,95060.88,94.3,555.4,109.47,1095
2022,4,Europe,Model X,934,108758.85,99.4,497.4,75.72,885
2022,4,Europe,Model Y,11362,56350.26,78.6,430.2,840.84,11046
2022,4,North America,Model 3,9609,44112.36,70.3,462.2,852.64,9856
2022,4,North America,Model S,1447,95060.88,94.3,555.4,153.56,1498
2022,4,North America,Model X,1344,108758.85,99.4,497.4,133.86,1489
2022,4,North America,Model Y,14517,56350.26,78.6,430.2,1109.3,13955
2022,4,Rest of World,Model 3,1426,44112.36,70.3,462.2,110.51,1302
2022,4,Rest of World,Model S,207,95060.88,94.3,555.4,20.68,208
2022,4,Rest of World,Model X,219,108758.85,99.4,497.4,22.17,240
2022,4,Rest of World,Model Y,2325,56350.26,78.6,430.2,178.63,2211
2022,5,Asia-Pacific,Model 3,8635,44567.55,70.1,454.1,676.21,8219
2022,5,Asia-Pacific,Model S,1312,97693.06,94.8,562.9,121.91,1221
2022,5,Asia-Pacific,Model X,1302,107624.38,99.1,493.4,108.43,1241
2022,5,Asia-Pacific,Model Y,14495,54985.51,78.1,431.4,1135.59,14435
2022,5,Europe,Model 3,10093,44567.55,70.1,454.1,857.5,10449
2022,5,Europe,Model S,1426,97693.06,94.8,562.9,152.09,1430
2022,5,Europe,Model X,1458,107624.38,99.1,493.4,143.89,1607
2022,5,Europe,Model Y,16307,54985.51,78.1,431.4,1261.87,16961
2022,5,North America,Model 3,14460,44567.55,70.1,454.1,1179.31,13911
2022,5,North America,Model S,1892,97693.06,94.8,562.9,181.63,1822
2022,5,North America,Model X,2137,107624.38,99.1,493.4,180.72,1949
2022,5,North America,Model Y,20881,54985.51,78.1,431.4,1591.04,19625
2022,5,Rest of World,Model 3,2276,44567.55,70.1,454.1,161.66,2051
2022,5,Rest of World,Model S,300,97693.06,94.8,562.9,27.48,267
2022,5,Rest of World,Model X,287,107624.38,99.1,493.4,24.09,265
2022,5,Rest of World,Model Y,3534,54985.51,78.1,431.4,270.65,3338
2022,6,Asia-Pacific,Model 3,13197,45554.89,69.4,456.4,1038.98,12777
2022,6,Asia-Pacific,Model S,2129,95009.18,95.9,560.8,212.27,2073
2022,6,Asia-Pacific,Model X,2076,110607.57,99.4,488.2,174.45,1977
2022,6,Asia-Pacific,Model Y,20435,57302.79,78.0,426.5,1797.55,22417
2022,6,Europe,Model 3,13962,45554.89,69.4,456.4,1204.99,15178
2022,6,Europe,Model S,2197,95009.18,95.9,560.8,201.79,1939
2022,6,Europe,Model X,2157,110607.57,99.4,488.2,208.07,2337
2022,6,Europe,Model Y,23738,57302.79,78.0,426.5,1725.46,23540
2022,6,North America,Model 3,21739,45554.89,69.4,456.4,1826.84,21872
2022,6,North America,Model S,2897,95009.18,95.9,560.8,315.82,2998
2022,6,North America,Model X,3026,110607.57,99.4,488.2,279.5,3088
2022,6,North America,Model Y,31246,57302.79,78.0,426.5,2536.46,31839
2022,6,Rest of World,Model 3,3213,45554.89,69.4,456.4,246.91,3041
2022,6,Rest of World,Model S,449,95009.18,95.9,560.8,44.45,436
2022,6,Rest of World,Model X,466,110607.57,99.4,488.2,45.02,506
2022,6,Rest of World,Model Y,5316,57302.79,78.0,426.5,403.17,5484
2022,7,Asia-Pacific,Model 3,6817,45292.2,69.4,470.1,561.61,6698
2022,7,Asia-Pacific,Model S,911,95002.99,94.5,552.9,80.67,797
2022,7,Asia-Pacific,Model X,948,104915.55,99.4,487.3,82.74,983
2022,7,Asia-Pacific,Model Y,10742,56937.94,78.1,431.2,805.7,10330
2022,7,Europe,Model 3,7799,45292.2,69.4,470.1,630.36,7661
2022,7,Europe,Model S,1097,95002.99,94.5,552.9,107.61,1129
2022,7,Europe,Model X,1083,104915.55,99.4,487.3,87.81,1012
2022,7,Europe,Model Y,12413,56937.94,78.1,431.2,917.65,12264
2022,7,North America,Model 3,10286,45292.2,69.4,470.1,884.67,10615
2022,7,North America,Model S,1488,95002.99,94.5,552.9,151.58,1452
2022,7,North America,Model X,1425,104915.55,99.4,487.3,111.07,1211
2022,7,North America,Model Y,17642,56937.94,78.1,431.2,1345.1,16818
2022,7,Rest of World,Model 3,1721,45292.2,69.4,470.1,143.95,1730
2022,7,Rest of World,Model S,234,95002.99,94.5,552.9,22.3,226
2022,7,Rest of World,Model X,217,104915.55,99.4,487.3,19.3,219
2022,7,Rest of World,Model Y,2474,56937.94,78.1,431.2,182.78,2444
2022,8,Asia-Pacific,Model 3,10136,44710.44,70.1,460.8,785.61,9876
2022,8,Asia-Pacific,Model S,1322,98223.26,94.3,550.2,133.48,1395
2022,8,Asia-Pacific,Model X,1367,108455.46,100.5,484.8,122.19,1385
2022,8,Asia-Pacific,Model Y,15473,55847.86,78.6,433.0,1152.45,15275
2022,8,Europe,Model 3,9419,44710.44,70.1,460.8,770.74,9215
2022,8,Europe,Model S,1453,98223.26,94.3,550.2,131.53,1339
2022,8,Europe,Model X,1401,108455.46,100.5,484.8,118.24,1329
2022,8,Europe,Model Y,16817,55847.86,78.6,433.0,1287.4,16636
2022,8,North America,Model 3,14598,44710.44,70.1,460.8,1100.32,12963
2022,8,North America,Model S,1967,98223.26,94.3,550.2,188.33,1870
2022,8,North America,Model X,1923,108455.46,100.5,484.8,175.65,2000
2022,8,North America,Model Y,21777,55847.86,78.6,433.0,1759.59,22361
2022,8,Rest of World,Model 3,2229,44710.44,70.1,460.8,170.04,2040
2022,8,Rest of World,Model S,311,98223.26,94.3,550.2,33.25,334
2022,8,Rest of World,Model X,312,108455.46,100.5,484.8,26.82,319
2022,8,Rest of World,Model Y,3306,55847.86,78.6,433.0,255.25,3377
2022,9,Asia-Pacific,Model 3,12274,45116.91,70.7,456.9,1104.39,13128
2022,9,Asia-Pacific,Model S,1956,97521.54,94.9,554.4,197.21,1947
2022,9,Asia-Pacific,Model X,1756,109160.35,101.0,499.0,159.78,1779
2022,9,Asia-Pacific,Model Y,21633,56649.33,77.6,436.8,1840.08,22380
2022,9,Europe,Model 3,14681,45116.91,70.7,456.9,1274.07,15659
2022,9,Europe,Model S,1901,97521.54,94.9,554.4,174.09,1762
2022,9,Europe,Model X,1862,109160.35,101.0,499.0,165.36,1894
2022,9,Europe,Model Y,23076,56649.33,77.6,436.8,1902.08,23266
2022,9,North America,Model 3,20536,45116.91,70.7,456.9,1635.5,20286
2022,9,North America,Model S,2920,97521.54,94.9,554.4,262.66,2745
2022,9,North America,Model X,2968,109160.35,101.0,499.0,290.96,3121
2022,9,North America,Model Y,31058,56649.33,77.6,436.8,2197.34,28813
2022,9,Rest of World,Model 3,3046,45116.91,70.7,456.9,249.58,3057
2022,9,Rest of World,Model S,442,97521.54,94.9,554.4,45.14,445
2022,9,Rest of World,Model X,442,109160.35,101.0,499.0,41.25,468
2022,9,Rest of World,Model Y,4637,56649.33,77.6,436.8,344.99,4566
2022,10,Asia-Pacific,Model 3,6518,45843.69,70.5,457.7,514.52,6446
2022,10,Asia-Pacific,Model S,1013,95733.48,95.6,548.5,97.06,1000
2022,10,Asia-Pacific,Model X,1053,108068.5,99.6,483.0,90.03,1075
2022,10,Asia-Pacific,Model Y,10580,56511.49,78.5,431.9,789.19,10560
2022,10,Europe,Model 3,7827,45843.69,70.5,457.7,619.77,7612
2022,10,Europe,Model S,1104,95733.48,95.6,548.5,100.76,1058
2022,10,Europe,Model X,1102,108068.5,99.6,483.0,98.54,1099
2022,10,Europe,Model Y,11968,56511.49,78.5,431.9,944.76,11917
2022,10,North America,Model 3,10029,45843.69,70.5,457.7,810.69,9865
2022,10,North America,Model S,1604,95733.48,95.6,548.5,167.18,1635
2022,10,North America,Model X,1586,108068.5,99.6,483.0,136.43,1544
2022,10,North America,Model Y,17519,56511.49,78.5,431.9,1338.26,16649
2022,10,Rest of World,Model 3,1644,45843.69,70.5,457.7,141.19,1712
2022,10,Rest of World,Model S,227,95733.48,95.6,548.5,22.74,227
2022,10,Rest of World,Model X,234,108068.5,99.6,483.0,19.95,224
2022,10,Rest of World,Model Y,2459,56511.49,78.5,431.9,200.66,2485
2022,11,Asia-Pacific,Model 3,9185,44697.69,70.0,466.9,729.54,8945
2022,11,Asia-Pacific,Model S,1381,95861.9,95.8,546.9,131.42,1356
2022,11,Asia-Pacific,Model X,1477,108050.27,101.0,483.4,132.96,1576
2022,11,Asia-Pacific,Model Y,16085,54703.0,78.7,436.5,1099.75,14565
2022,11,Europe,Model 3,11495,44697.69,70.0,466.9,969.81,11721
2022,11,Europe,Model S,1495,95861.9,95.8,546.9,145.45,1497
2022,11,Europe,Model X,1561,108050.27,101.0,483.4,121.65,1409
2022,11,Europe,Model Y,16770,54703.0,78.7,436.5,1224.59,15400
2022,11,North America,Model 3,14779,44697.69,70.0,466.9,1343.54,15834
2022,11,North America,Model S,2103,95861.9,95.8,546.9,223.98,2214
2022,11,North America,Model X,2087,108050.27,101.0,483.4,169.02,2029
2022,11,North America,Model Y,23643,54703.0,78.7,436.5,1797.59,23786
2022,11,Rest of World,Model 3,2253,44697.69,70.0,466.9,171.98,2127
2022,11,Rest of World,Model S,327,95861.9,95.8,546.9,33.2,337
2022,11,Rest of World,Model X,343,108050.27,101.0,483.4,27.64,319
2022,11,Rest of World,Model Y,3320,54703.0,78.7,436.5,261.93,3236
2022,12,Asia-Pacific,Model 3,13973,44446.32,69.5,467.5,1252.91,14269
2022,12,Asia-Pacific,Model S,2038,96274.14,95.3,551.3,188.58,1919
2022,12,Asia-Pacific,Model X,1887,110122.35,99.6,480.7,154.85,1872
2022,12,Asia-Pacific,Model Y,21767,55146.49,77.7,428.9,1748.57,22545
2022,12,Europe,Model 3,13665,44446.32,69.5,467.5,1211.38,14889
2022,12,Europe,Model S,2117,96274.14,95.3,551.3,210.67,2115
2022,12,Europe,Model X,1994,110122.35,99.6,480.7,172.14,1912
2022,12,Europe,Model Y,21190,55146.49,77.7,428.9,1457.56,18875
2022,12,North America,Model 3,20785,44446.32,69.5,467.5,1832.62,20830
2022,12,North America,Model S,2911,96274.14,95.3,551.3,309.99,2979
2022,12,North America,Model X,2786,110122.35,99.6,480.7,242.25,2823
2022,12,North America,Model Y,31342,55146.49,77.7,428.9,2571.87,32691
2022,12,Rest of World,Model 3,3252,44446.32,69.5,467.5,286.11,3273
2022,12,Rest of World,Model S,417,96274.14,95.3,551.3,44.32,454
2022,12,Rest of World,Model X,422,110122.35,99.6,480.7,35.35,416
2022,12,Rest of World,Model Y,4479,55146.49,77.7,428.9,366.8,4793
2023,1,Asia-Pacific,Model 3,8247,36655.08,69.6,474.8,639.73,7626
2023,1,Asia-Pacific,Model S,1040,77675.06,95.9,557.6,104.59,1029
2023,1,Asia-Pacific,Model X,1015,87127.69,100.3,493.5,91.26,1055
2023,1,Asia-Pacific,Model Y,16244,44608.44,77.7,432.7,1195.15,15882
2023,1,Europe,Model 3,8179,36655.08,69.6,474.8,695.59,8545
2023,1,Europe,Model S,1077,77675.06,95.9,557.6,108.59,1053
2023,1,Europe,Model X,1167,87127.69,100.3,493.5,95.67,1118
2023,1,Europe,Model Y,15083,44608.44,77.7,432.7,1068.0,13981
2023,1,North America,Model 3,12253,36655.08,69.6,474.8,1147.31,13033
2023,1,North America,Model S,1548,77675.06,95.9,557.6,155.24,1507
2023,1,North America,Model X,1604,87127.69,100.3,493.5,138.0,1610
2023,1,North America,Model Y,21861,44608.44,77.7,432.7,1789.59,22070
2023,1,Rest of World,Model 3,1716,36655.08,69.6,474.8,131.98,1562
2023,1,Rest of World,Model S,234,77675.06,95.9,557.6,23.34,243
2023,1,Rest of World,Model X,238,87127.69,100.3,493.5,22.37,247
2023,1,Rest of World,Model Y,3771,44608.44,77.7,432.7,299.0,3821
2023,2,Asia-Pacific,Model 3,10014,37732.77,70.4,466.1,889.06,10649
2023,2,Asia-Pacific,Model S,1493,81027.04,95.1,561.2,147.98,1534
2023,2,Asia-Pacific,Model X,1533,86558.45,100.8,502.1,150.79,1618
2023,2,Asia-Pacific,Model Y,22031,46129.95,78.4,433.4,1672.28,20616
2023,2,Europe,Model 3,12260,37732.77,70.4,466.1,1033.65,12450
2023,2,Europe,Model S,1509,81027.04,95.1,561.2,144.33,1367
2023,2,Europe,Model X,1546,86558.45,100.8,502.1,134.18,1507
2023,2,Europe,Model Y,22013,46129.95,78.4,433.4,1557.45,20548
2023,2,North America,Model 3,17769,37732.77,70.4,466.1,1612.73,18652
2023,2,North America,Model S,2105,81027.04,95.1,561.2,201.79,1947
2023,2,North America,Model X,2186,86558.45,100.8,502.1,195.49,2175
2023,2,North America,Model Y,31766,46129.95,78.4,433.4,2405.79,30091
2023,2,Rest of World,Model 3,2589,37732.77,70.4,466.1,199.73,2415
2023,2,Rest of World,Model S,319,81027.04,95.1,561.2,31.81,316
2023,2,Rest of World,Model X,324,86558.45,100.8,502.1,29.09,324
2023,2,Rest of World,Model Y,4749,46129.95,78.4,433.4,321.62,4039
2023,3,Asia-Pacific,Model 3,15736,36286.93,69.4,463.3,1248.81,15676
2023,3,Asia-Pacific,Model S,2122,77410.63,94.1,553.4,234.48,2292
2023,3,Asia-Pacific,Model X,2181,90098.26,99.7,489.7,199.09,2333
2023,3,Asia-Pacific,Model Y,30354,46036.16,77.8,433.0,2568.0,32979
2023,3,Europe,Model 3,17322,36286.93,69.4,463.3,1579.31,18157
2023,3,Europe,Model S,2308,77410.63,94.1,553.4,236.38,2320
2023,3,Europe,Model X,2240,90098.26,99.7,489.7,190.07,2249
2023,3,Europe,Model Y,34224,46036.16,77.8,433.0,2774.5,35011
2023,3,North America,Model 3,23416,36286.93,69.4,463.3,1963.29,22729
2023,3,North America,Model S,2977,77410.63,94.1,553.4,274.06,2824
2023,3,North America,Model X,3376,90098.26,99.7,489.7,311.23,3569
2023,3,North America,Model Y,46654,46036.16,77.8,433.0,3695.34,46353
2023,3,Rest of World,Model 3,3746,36286.93,69.4,463.3,312.22,3720
2023,3,Rest of World,Model S,519,77410.63,94.1,553.4,45.66,479
2023,3,Rest of World,Model X,477,90098.26,99.7,489.7,44.22,495
2023,3,Rest of World,Model Y,6901,46036.16,77.8,433.0,559.87,6970
2023,4,Asia-Pacific,Model 3,6577,37708.38,69.6,463.8,554.34,6419
2023,4,Asia-Pacific,Model S,997,77706.81,94.9,550.7,88.69,874
2023,4,Asia-Pacific,Model X,951,87135.79,99.0,505.6,83.77,927
2023,4,Asia-Pacific,Model Y,13878,44496.81,78.1,438.0,1109.46,13795
